Post ID,Platform,User ID,Post Content,Post Date,Likes,Comments,Shares
373,LinkedIn,4889,Content of post #373 on LinkedIn,2023-12-10,3581,92,152
374,Facebook,3741,Content of post #374 on Facebook,2024-09-09,2840,26,180
375,Instagram,4687,Content of post #375 on Instagram,2024-04-29,2332,9,153
376,Instagram,1089,Content of post #376 on Instagram,2023-02-27,4239,70,157
377,Twitter,1787,Content of post #377 on Twitter,2025-01-22,205,57,87
378,Facebook,617,Content of post #378 on Facebook,2023-05-18,1854,71,481
379,Facebook,4334,Content of post #379 on Facebook,2023-08-17,404,118,292
380,Twitter,3077,Content of post #380 on Twitter,2024-03-21,4102,72,200
381,TikTok,603,Content of post #381 on TikTok,2024-08-23,2118,34,218
382,TikTok,4728,Content of post #382 on TikTok,2023-06-02,3470,96,161
383,LinkedIn,3623,Content of post #383 on LinkedIn,2023-02-17,2529,171,195
384,Facebook,1968,Content of post #384 on Facebook,2023-08-07,4248,160,388
385,Facebook,2802,Content of post #385 on Facebook,2024-03-27,4104,178,84
386,Instagram,3393,Content of post #386 on Instagram,2024-01-16,4392,123,270
387,Twitter,2381,Content of post #387 on Twitter,2023-02-16,4602,181,461
388,Instagram,3038,Content of post #388 on Instagram,2023-08-21,4667,188,347
389,LinkedIn,373,Content of post #389 on LinkedIn,2024-01-11,4403,79,327
390,LinkedIn,4303,Content of post #390 on LinkedIn,2023-10-02,4006,161,230
391,TikTok,2296,Content of post #391 on TikTok,2023-07-29,124,188,104
392,TikTok,3888,Content of post #392 on TikTok,2024-03-22,1891,12,295
393,Facebook,62,Content of post #393 on Facebook,2023-02-20,1414,26,136
394,Instagram,4498,Content of post #394 on Instagram,2025-01-21,2694,146,38
395,Instagram,4159,Content of post #395 on Instagram,2023-06-25,2717,108,351
396,Twitter,794,Content of post #396 on Twitter,2024-11-17,304,145,7
397,Twitter,2501,Content of post #397 on Twitter,2023-01-14,1751,95,388
398,LinkedIn,1486,Content of post #398 on LinkedIn,2024-12-28,477,119,241
399,TikTok,4245,Content of post #399 on TikTok,2024-04-30,2802,193,435
400,LinkedIn,3068,Content of post #400 on LinkedIn,2024-05-31,2326,120,462
401,Facebook,3170,Content of post #401 on Facebook,2024-10-05,2381,108,90
402,Twitter,1314,Content of post #402 on Twitter,2024-09-15,4386,132,322
403,Facebook,1208,Content of post #403 on Facebook,2023-08-31,1757,111,462
404,Twitter,2826,Content of post #404 on Twitter,2023-07-08,1639,15,101
405,TikTok,1946,Content of post #405 on TikTok,2023-09-13,3311,181,99
406,TikTok,1907,Content of post #406 on TikTok,2023-12-17,4810,199,258
407,TikTok,2177,Content of post #407 on TikTok,2024-06-15,446,148,57
408,Twitter,2061,Content of post #408 on Twitter,2024-12-22,846,106,45
409,LinkedIn,798,Content of post #409 on LinkedIn,2023-02-09,2462,103,94
410,TikTok,2180,Content of post #410 on TikTok,2023-05-22,749,1,332
411,Facebook,1191,Content of post #411 on Facebook,2023-11-23,2044,124,204
412,Facebook,4305,Content of post #412 on Facebook,2024-05-01,3345,145,199
413,Instagram,1571,Content of post #413 on Instagram,2023-10-12,4450,3,286
414,Facebook,3495,Content of post #414 on Facebook,2023-11-21,2000,153,298
415,TikTok,2972,Content of post #415 on TikTok,2024-08-21,3300,128,299
416,Instagram,3881,Content of post #416 on Instagram,2023-07-11,4052,23,394
417,LinkedIn,4128,Content of post #417 on LinkedIn,2024-10-18,4542,175,157
418,Facebook,2875,Content of post #418 on Facebook,2023-03-15,4705,153,416
419,Instagram,4645,Content of post #419 on Instagram,2024-03-11,1034,73,112
420,Facebook,1443,Content of post #420 on Facebook,2025-01-08,842,124,157
421,LinkedIn,2923,Content of post #421 on LinkedIn,2024-05-23,142,128,382
422,Instagram,4784,Content of post #422 on Instagram,2024-07-30,4970,43,468
423,TikTok,709,Content of post #423 on TikTok,2023-09-14,1388,132,262
424,TikTok,4598,Content of post #424 on TikTok,2023-03-16,3218,0,392
425,TikTok,981,Content of post #425 on TikTok,2023-04-13,1699,148,262
426,Twitter,288,Content of post #426 on Twitter,2024-05-23,4801,78,418
427,Twitter,1305,Content of post #427 on Twitter,2024-10-14,2044,193,84
428,LinkedIn,1928,Content of post #428 on LinkedIn,2024-02-10,389,56,440
429,LinkedIn,2969,Content of post #429 on LinkedIn,2023-07-25,995,194,425
430,Facebook,1771,Content of post #430 on Facebook,2024-10-24,1595,200,438
431,LinkedIn,3064,Content of post #431 on LinkedIn,2024-11-19,461,22,249
432,Facebook,2922,Content of post #432 on Facebook,2024-12-21,3566,84,259
433,Instagram,4466,Content of post #433 on Instagram,2024-03-15,3209,140,135
434,TikTok,479,Content of post #434 on TikTok,2023-07-20,3963,193,159
435,TikTok,4268,Content of post #435 on TikTok,2023-02-22,4076,65,105
436,Facebook,4675,Content of post #436 on Facebook,2024-02-02,2856,172,473
437,Twitter,4579,Content of post #437 on Twitter,2024-07-17,453,173,462
438,TikTok,23,Content of post #438 on TikTok,2025-02-02,3926,4,130
439,Twitter,624,Content of post #439 on Twitter,2024-04-07,758,38,333
440,LinkedIn,2549,Content of post #440 on LinkedIn,2023-08-19,3931,186,283
441,TikTok,4044,Content of post #441 on TikTok,2024-08-27,1773,157,141
442,LinkedIn,4169,Content of post #442 on LinkedIn,2023-08-28,1893,175,332
443,Instagram,4651,Content of post #443 on Instagram,2023-11-28,4944,168,127
444,Facebook,4396,Content of post #444 on Facebook,2023-02-24,1421,4,192
445,TikTok,2895,Content of post #445 on TikTok,2023-08-30,582,186,333
446,Twitter,1289,Content of post #446 on Twitter,2023-09-29,4935,130,7
447,LinkedIn,1307,Content of post #447 on LinkedIn,2023-02-03,218,111,144
448,Facebook,132,Content of post #448 on Facebook,2024-01-11,208,129,433
449,LinkedIn,1734,Content of post #449 on LinkedIn,2024-10-20,3555,127,150
450,Instagram,2827,Content of post #450 on Instagram,2023-02-11,2770,168,466
451,LinkedIn,1548,Content of post #451 on LinkedIn,2023-04-18,1050,88,494
452,LinkedIn,1338,Content of post #452 on LinkedIn,2023-04-21,1739,37,82
453,LinkedIn,885,Content of post #453 on LinkedIn,2024-02-20,3124,57,92
454,Facebook,1720,Content of post #454 on Facebook,2024-03-13,3108,163,97
455,Facebook,1662,Content of post #455 on Facebook,2025-02-01,2618,0,350
456,TikTok,3435,Content of post #456 on TikTok,2025-01-08,4263,90,133
457,Facebook,232,Content of post #457 on Facebook,2023-05-13,4501,157,453
458,Facebook,1192,Content of post #458 on Facebook,2023-01-30,4664,30,27
459,TikTok,2004,Content of post #459 on TikTok,2023-08-30,386,32,222
460,Twitter,438,Content of post #460 on Twitter,2024-03-24,1368,120,249
461,LinkedIn,1425,Content of post #461 on LinkedIn,2023-07-29,1556,174,198
462,Instagram,1684,Content of post #462 on Instagram,2024-04-28,2606,10,273
463,Instagram,3474,Content of post #463 on Instagram,2023-01-04,4641,1,81
464,Facebook,3847,Content of post #464 on Facebook,2023-08-23,3329,38,9
465,Twitter,1322,Content of post #465 on Twitter,2024-09-23,1009,113,91
466,TikTok,772,Content of post #466 on TikTok,2023-01-30,4810,157,470
467,Instagram,1711,Content of post #467 on Instagram,2023-09-03,736,47,64
468,TikTok,3060,Content of post #468 on TikTok,2024-04-06,867,111,60
469,Facebook,4078,Content of post #469 on Facebook,2023-08-30,136,189,124
470,Instagram,1104,Content of post #470 on Instagram,2023-06-01,4466,152,454
471,Twitter,4420,Content of post #471 on Twitter,2023-01-30,4531,78,80
472,Twitter,983,Content of post #472 on Twitter,2024-06-29,4229,88,417
473,Facebook,3034,Content of post #473 on Facebook,2023-07-31,3539,95,223
474,LinkedIn,3776,Content of post #474 on LinkedIn,2023-11-22,1327,169,291
475,Twitter,3292,Content of post #475 on Twitter,2024-12-16,3426,9,170
476,Facebook,169,Content of post #476 on Facebook,2023-05-21,105,16,450
477,Instagram,563,Content of post #477 on Instagram,2024-07-01,4796,182,294
478,Facebook,2820,Content of post #478 on Facebook,2023-11-25,4418,37,187
479,Twitter,3264,Content of post #479 on Twitter,2024-02-09,2615,193,267
480,Twitter,4213,Content of post #480 on Twitter,2023-03-18,2194,196,458
481,Instagram,2460,Content of post #481 on Instagram,2023-06-27,2251,62,370
482,TikTok,2142,Content of post #482 on TikTok,2024-05-30,2371,66,418
483,Instagram,3380,Content of post #483 on Instagram,2024-08-14,1147,100,205
484,TikTok,1445,Content of post #484 on TikTok,2024-05-03,4882,27,57
485,Facebook,1688,Content of post #485 on Facebook,2024-01-26,4021,172,478
486,TikTok,2421,Content of post #486 on TikTok,2024-10-23,3225,75,253
487,Facebook,720,Content of post #487 on Facebook,2023-05-19,1994,190,426
488,Twitter,3167,Content of post #488 on Twitter,2024-06-03,3962,7,255
489,Instagram,4087,Content of post #489 on Instagram,2023-05-27,164,137,290
490,Facebook,4205,Content of post #490 on Facebook,2023-08-26,1578,118,251
491,Facebook,4397,Content of post #491 on Facebook,2023-11-16,2423,72,445
492,Twitter,4186,Content of post #492 on Twitter,2024-07-02,2549,160,267
493,LinkedIn,1269,Content of post #493 on LinkedIn,2024-06-12,4510,47,131
494,Twitter,4398,Content of post #494 on Twitter,2023-10-31,4331,14,487
495,LinkedIn,4139,Content of post #495 on LinkedIn,2023-01-25,3566,78,187
496,Instagram,3214,Content of post #496 on Instagram,2024-11-19,4343,132,37
497,LinkedIn,4612,Content of post #497 on LinkedIn,2023-02-08,4696,29,191
498,LinkedIn,1430,Content of post #498 on LinkedIn,2023-04-01,2808,47,438
499,Facebook,2646,Content of post #499 on Facebook,2024-02-22,2899,80,153
500,Twitter,1692,Content of post #500 on Twitter,2023-11-15,4889,160,433
501,TikTok,1306,Content of post #501 on TikTok,2023-03-10,744,12,284
502,Twitter,4312,Content of post #502 on Twitter,2023-11-24,4816,175,461
503,LinkedIn,829,Content of post #503 on LinkedIn,2025-01-16,702,16,30
504,Facebook,3565,Content of post #504 on Facebook,2023-06-16,4878,162,155
505,Instagram,1238,Content of post #505 on Instagram,2025-01-06,1501,187,25
506,Facebook,4788,Content of post #506 on Facebook,2024-05-18,4140,101,57
507,LinkedIn,3302,Content of post #507 on LinkedIn,2024-09-05,1182,191,396
508,Instagram,4926,Content of post #508 on Instagram,2024-03-14,1902,149,100
509,LinkedIn,3580,Content of post #509 on LinkedIn,2023-06-18,2378,109,426
510,Facebook,4526,Content of post #510 on Facebook,2023-05-26,1281,118,12
511,Twitter,2729,Content of post #511 on Twitter,2025-01-25,4283,62,344
512,Facebook,351,Content of post #512 on Facebook,2024-10-10,3176,22,222
513,Instagram,4324,Content of post #513 on Instagram,2023-06-01,711,40,376
514,Twitter,4155,Content of post #514 on Twitter,2023-10-20,677,136,496
515,LinkedIn,2077,Content of post #515 on LinkedIn,2023-03-08,2157,10,294
516,Twitter,1618,Content of post #516 on Twitter,2023-01-05,4440,197,295
517,TikTok,2914,Content of post #517 on TikTok,2023-05-19,3863,140,318
518,Instagram,1880,Content of post #518 on Instagram,2023-03-27,3822,133,102
519,Twitter,2689,Content of post #519 on Twitter,2024-08-04,1009,111,93
520,LinkedIn,3799,Content of post #520 on LinkedIn,2024-12-04,1329,143,363
521,LinkedIn,1211,Content of post #521 on LinkedIn,2024-06-20,3950,18,296
522,Instagram,130,Content of post #522 on Instagram,2023-06-08,1924,120,42
523,LinkedIn,3212,Content of post #523 on LinkedIn,2023-12-18,1618,121,373
524,Instagram,2082,Content of post #524 on Instagram,2023-07-20,2298,165,345
525,TikTok,1982,Content of post #525 on TikTok,2024-06-26,2891,66,301
526,Facebook,4036,Content of post #526 on Facebook,2024-06-12,715,46,97
527,Twitter,2528,Content of post #527 on Twitter,2023-11-23,4527,73,79
528,Facebook,1180,Content of post #528 on Facebook,2024-05-22,4917,57,471
529,Twitter,2666,Content of post #529 on Twitter,2024-11-18,1779,192,3
530,LinkedIn,2722,Content of post #530 on LinkedIn,2023-12-03,3362,155,216
531,Facebook,1515,Content of post #531 on Facebook,2023-01-02,2562,98,47
532,Twitter,3655,Content of post #532 on Twitter,2023-01-17,4919,114,423
533,Twitter,4432,Content of post #533 on Twitter,2023-07-10,344,180,39
534,Facebook,2764,Content of post #534 on Facebook,2024-08-05,2218,106,468
535,Twitter,630,Content of post #535 on Twitter,2023-09-19,848,192,436
536,Facebook,4606,Content of post #536 on Facebook,2024-06-19,1894,154,90
537,TikTok,1900,Content of post #537 on TikTok,2024-11-18,1553,16,158
538,LinkedIn,1427,Content of post #538 on LinkedIn,2023-12-21,1718,5,327
539,Facebook,4777,Content of post #539 on Facebook,2023-05-22,4767,82,191
540,TikTok,3491,Content of post #540 on TikTok,2024-08-18,463,26,406
541,Facebook,3971,Content of post #541 on Facebook,2025-01-26,915,184,301
542,TikTok,3214,Content of post #542 on TikTok,2023-03-10,2893,10,231
543,Twitter,242,Content of post #543 on Twitter,2023-03-10,2262,158,409
544,Instagram,1053,Content of post #544 on Instagram,2023-12-19,12,170,428
545,TikTok,3109,Content of post #545 on TikTok,2024-09-13,3465,118,380
546,Facebook,138,Content of post #546 on Facebook,2025-01-24,1731,127,441
547,Twitter,2478,Content of post #547 on Twitter,2024-05-18,2873,25,292
548,Facebook,1019,Content of post #548 on Facebook,2024-05-05,4287,23,475
549,LinkedIn,2527,Content of post #549 on LinkedIn,2023-12-16,3809,88,263
550,LinkedIn,3434,Content of post #550 on LinkedIn,2023-10-22,1307,121,109
551,Facebook,3971,Content of post #551 on Facebook,2024-11-11,2389,161,304
552,TikTok,197,Content of post #552 on TikTok,2024-01-08,1340,69,2
553,Instagram,3742,Content of post #553 on Instagram,2024-03-14,2237,76,338
554,Facebook,2197,Content of post #554 on Facebook,2024-05-27,3281,133,237
555,Facebook,4254,Content of post #555 on Facebook,2023-05-21,4585,192,136
556,LinkedIn,1917,Content of post #556 on LinkedIn,2025-01-02,342,11,435
557,Instagram,3882,Content of post #557 on Instagram,2024-07-09,2678,151,440
558,Instagram,1076,Content of post #558 on Instagram,2023-06-26,3819,94,37
559,LinkedIn,2534,Content of post #559 on LinkedIn,2023-12-18,1239,40,412
560,Twitter,4150,Content of post #560 on Twitter,2024-10-27,4541,132,125
561,Facebook,1071,Content of post #561 on Facebook,2024-03-03,4290,3,495
562,TikTok,1427,Content of post #562 on TikTok,2023-05-04,3058,26,137
563,Facebook,198,Content of post #563 on Facebook,2024-05-17,2299,131,45
564,Twitter,3777,Content of post #564 on Twitter,2023-04-15,4287,41,423
565,Twitter,2239,Content of post #565 on Twitter,2024-12-20,584,20,426
566,Instagram,3816,Content of post #566 on Instagram,2024-11-29,4705,34,195
567,Instagram,4165,Content of post #567 on Instagram,2023-02-16,2382,55,279
568,LinkedIn,565,Content of post #568 on LinkedIn,2023-08-10,3093,91,203
569,Twitter,1799,Content of post #569 on Twitter,2023-09-11,1500,51,447
570,Twitter,3746,Content of post #570 on Twitter,2024-03-06,612,86,122
571,Twitter,4446,Content of post #571 on Twitter,2024-05-14,1374,189,19
572,Twitter,56,Content of post #572 on Twitter,2024-01-18,3752,87,64
573,TikTok,1142,Content of post #573 on TikTok,2023-06-13,2002,13,348
574,Facebook,127,Content of post #574 on Facebook,2024-10-01,4073,149,6
575,Facebook,1817,Content of post #575 on Facebook,2024-03-30,3624,140,249
576,Twitter,3587,Content of post #576 on Twitter,2024-11-23,1657,35,221
577,LinkedIn,571,Content of post #577 on LinkedIn,2023-02-17,1521,18,456
578,LinkedIn,4336,Content of post #578 on LinkedIn,2024-02-18,3607,23,401
579,LinkedIn,361,Content of post #579 on LinkedIn,2023-03-24,2780,71,113
580,TikTok,402,Content of post #580 on TikTok,2024-05-13,1057,1,500
581,TikTok,4364,Content of post #581 on TikTok,2024-03-29,3872,125,241
582,Facebook,4232,Content of post #582 on Facebook,2024-05-08,2823,177,484
583,Twitter,2275,Content of post #583 on Twitter,2023-07-09,3635,152,178
584,Twitter,2432,Content of post #584 on Twitter,2024-02-07,3496,106,20
585,LinkedIn,1190,Content of post #585 on LinkedIn,2023-10-05,679,70,163
586,Twitter,3562,Content of post #586 on Twitter,2024-12-22,4456,72,121
587,TikTok,4689,Content of post #587 on TikTok,2024-07-23,3227,66,25
588,Facebook,2529,Content of post #588 on Facebook,2024-06-14,591,134,100
589,TikTok,3750,Content of post #589 on TikTok,2023-03-08,3290,76,329
590,Facebook,3295,Content of post #590 on Facebook,2024-06-18,3473,10,163
591,Twitter,1131,Content of post #591 on Twitter,2023-07-28,1231,7,131
592,LinkedIn,4481,Content of post #592 on LinkedIn,2024-03-02,2567,129,154
593,Facebook,766,Content of post #593 on Facebook,2023-12-20,1160,98,132
594,Instagram,3761,Content of post #594 on Instagram,2024-02-27,1680,107,32
595,TikTok,2785,Content of post #595 on TikTok,2023-01-18,4151,103,310
596,LinkedIn,1515,Content of post #596 on LinkedIn,2024-08-15,1576,199,458
597,Twitter,961,Content of post #597 on Twitter,2023-06-04,1128,44,462
598,Facebook,1760,Content of post #598 on Facebook,2023-11-15,1418,102,156
599,LinkedIn,1510,Content of post #599 on LinkedIn,2023-11-30,262,13,310
600,Facebook,3210,Content of post #600 on Facebook,2024-03-16,431,13,141
601,TikTok,1486,Content of post #601 on TikTok,2023-06-11,4750,142,496
602,Instagram,3159,Content of post #602 on Instagram,2023-07-29,4899,133,84
603,TikTok,134,Content of post #603 on TikTok,2024-01-30,3818,0,443
604,Twitter,1539,Content of post #604 on Twitter,2023-03-28,2690,35,142
605,TikTok,1647,Content of post #605 on TikTok,2024-04-29,1044,68,182
606,Twitter,1733,Content of post #606 on Twitter,2023-09-04,1821,46,83
607,Facebook,3694,Content of post #607 on Facebook,2024-08-30,45,69,289
608,LinkedIn,57,Content of post #608 on LinkedIn,2023-07-08,2014,86,422
609,TikTok,23,Content of post #609 on TikTok,2024-07-25,1633,78,376
610,Facebook,867,Content of post #610 on Facebook,2024-07-31,125,10,332
611,Facebook,300,Content of post #611 on Facebook,2024-10-10,2861,172,196
612,Facebook,2727,Content of post #612 on Facebook,2024-04-29,4097,171,344
613,TikTok,4335,Content of post #613 on TikTok,2023-09-08,379,123,496
614,Instagram,2217,Content of post #614 on Instagram,2023-11-04,2876,16,61
615,Instagram,4265,Content of post #615 on Instagram,2024-11-14,2447,172,102
616,Instagram,230,Content of post #616 on Instagram,2024-12-24,4273,168,368
617,Instagram,1706,Content of post #617 on Instagram,2024-11-22,15,166,492
618,Facebook,4748,Content of post #618 on Facebook,2023-02-10,1895,166,37
619,Twitter,1791,Content of post #619 on Twitter,2023-12-18,1646,4,244
